benchmark,step,ell_support_d0,box_support_d0,zono_support_d0,safety_bound_d0,ell_verified_d0,box_verified_d0,zono_verified_d0,ell_support_d1,box_support_d1,zono_support_d1,safety_bound_d1,ell_verified_d1,box_verified_d1,zono_verified_d1,ell_volume,box_volume,zono_volume
rotation_showcase,4,-0.7259227015065131,0.9529705923540106,-0.684113471658031,1.35,1,1,1,-0.11099228216489088,0.7326596051812905,-0.039034408206167215,1.6,1,1,1,0.22593698239881255,6.6281249868836,0.2876538349463911
rotation_showcase,5,0.09997693935553997,1.9634481851268983,0.14904838556475064,1.35,1,0,1,0.7384365449908659,1.893842163757706,0.7727530753415944,1.6,1,0,1,0.19439719078851633,10.914688545465351,0.24782274247000835
rotation_showcase,6,0.7886570976934817,3.355270859435926,0.837650218797223,1.35,1,0,1,0.8748789136173024,2.8274058362163332,0.9403764882573127,1.6,1,0,1,0.1656090372562371,17.94086844076652,0.21172141571883393
rotation_showcase,7,0.7780059440295235,4.508723760212321,0.7945526471969786,1.35,1,0,1,0.8116723011850572,3.2171827945063747,0.8747872761863973,1.6,1,0,1,0.1416372352272554,29.549958625172305,0.180983640098921
rotation_showcase,8,0.6993344218611572,5.293829332418623,0.745244825095782,1.35,1,0,1,0.29698607183390663,3.3937330216948833,0.31238865602653404,1.6,1,0,1,0.12148326597137211,49.062394416125734,0.1556231235438298
rotation_showcase,9,0.12675739675348272,6.134857610126993,0.15590757426279814,1.35,1,0,1,-0.36666990178316317,3.9776151304193577,-0.3091440001893966,1.6,1,0,1,0.1039983573195537,81.31384652464031,0.13280055675814337
rotation_showcase,10,-0.42461662754447516,7.660040914251995,-0.3851396502506418,1.35,1,0,1,-0.2186232958599457,5.369481287908262,-0.16621493384729463,1.6,1,0,1,0.09055692531118313,134.67742840148912,0.11565880363671564
rotation_showcase,11,-0.08451734717454626,10.200058906391664,-0.04309322641267943,1.35,1,0,1,0.34482174627964673,7.488048159712131,0.34799754613459666,1.6,1,0,1,0.07748775639463018,223.00032397559096,0.09925372286619412
rotation_showcase,12,0.40838542080615636,13.639309587594067,0.42176103513494034,1.35,1,0,1,0.5531089656973003,9.978088471898001,0.5996185123464592,1.6,1,0,1,0.06645481117164476,367.77850575905893,0.0848108206094901
stable_4d,0,0.9162277660168379,0.9162277660168379,0.9162277660168379,1.5,1,1,1,0.6662277660168379,0.9824555320336757,0.9824555320336759,2.0,1,1,1,0.04952320062642442,0.15999999999999995,nan
stable_4d,1,0.8261966146992381,0.8420360938173412,0.8365321638957381,1.5,1,1,1,0.6212007260145351,0.965087136190862,0.9372021853215566,2.0,1,1,1,0.04802609191285965,0.2111373605046094,nan
stable_4d,2,0.7543217950379315,0.7854817735839046,0.7729742007459204,1.5,1,1,1,0.5927729819278916,0.9650126084199393,0.9099288555194813,2.0,1,1,1,0.04777954878981971,0.2731757096011532,nan
stable_4d,3,0.6947704043032368,0.7433918269830839,0.7204716445958796,1.5,1,1,1,0.5719742277083857,0.979203090008502,0.8924937267874418,2.0,1,1,1,0.04790773970690727,0.35002317150829465,nan
stable_4d,4,0.6476370493147401,0.7131105887913148,0.6791303733826184,1.5,1,1,1,0.561030737262008,1.0045556456774993,0.8852784805287618,2.0,1,1,1,0.04904425784898933,0.4447149652493496,nan
stable_4d,5,0.6107266443455874,0.6925435029548771,0.6480811118640672,1.5,1,1,1,0.5577349830106885,1.0389633601731745,0.8857592459959184,2.0,1,1,1,0.05125142855708475,0.5613661643396722,nan
stable_4d,6,0.5814238667662277,0.678803390788542,0.6238321477604691,1.5,1,1,1,0.5585977226268972,1.0777553426688011,0.8904944158600983,2.0,1,1,1,0.05407259277988363,0.6956898690792422,nan
stable_4d,7,0.5587579533606412,0.6712565837704296,0.6054302614162529,1.5,1,1,1,0.5634364848810991,1.1211513338860912,0.8989997072673087,2.0,1,1,1,0.05757181450723817,0.8539443667192923,nan
stable_4d,8,0.5414753446916452,0.668680862339185,0.5917360398090385,1.5,1,1,1,0.5711897625992228,1.1677795256165804,0.910064338154273,2.0,1,1,1,0.06159563391004938,1.0377202181148135,nan
stable_4d,9,0.5283797002015286,0.6699422596300586,0.5815081935665442,1.5,1,1,1,0.5802949815923131,1.2160191743063098,0.9222191557829685,2.0,1,1,1,0.06592392758114753,1.2457075726397757,nan
stable_4d,10,0.5188892212802055,0.6747116908328157,0.5743120628562509,1.5,1,1,1,0.5925185753697806,1.2702887281950725,0.9378719116051955,2.0,1,1,1,0.07059258183169001,1.5067872991011313,nan
stable_4d,11,0.5131678306983107,0.6873531497209807,0.5711825527102977,1.5,1,1,1,0.6086154859290962,1.3371693320137417,0.9562243031542315,2.0,1,1,1,0.07624908316710304,1.8758980468308664,nan
stable_4d,12,0.509243881041349,0.7019622858780701,0.5695323914399657,1.5,1,1,1,0.6244135653210948,1.404133840562035,0.9740032232051621,2.0,1,1,1,0.08183437353277792,2.2990604876184286,nan
stable_4d,13,0.506737097692314,0.7181241193683576,0.5690177772362187,1.5,1,1,1,0.6397379212087981,1.4709404658800078,0.9910604564599961,2.0,1,1,1,0.08709486907545044,2.779736438312463,nan
stable_4d,14,0.5053435649956487,0.7355017876902733,0.5693667954868564,1.5,1,1,1,0.6544746792414149,1.5374076100376384,1.0073069215380406,2.0,1,1,1,0.09213448475279597,3.321330485403696,nan
stable_4d,15,0.5048203372979754,0.7538216760708879,0.5703644847488901,1.5,1,1,1,0.6685544616691461,1.6033999925876874,1.0227095818621648,2.0,1,1,1,0.09709207799306077,3.9271739044082983,nan
stable_4d,16,0.504973186131393,0.7728614449049415,0.5718390371727637,1.5,1,1,1,0.681940116106987,1.6688179532310792,1.0372799799749515,2.0,1,1,1,0.1017884652963208,4.6005096746630665,nan
stable_4d,17,0.505646839488305,0.7924403741495966,0.5736549301363667,1.5,1,1,1,0.6946176097836094,1.7335891962894132,1.051003439558325,2.0,1,1,1,0.10649726686764271,5.344478994254856,nan
stable_4d,18,0.5067172020264594,0.8124115642194141,0.5757055358818409,1.5,1,1,1,0.7065892824181004,1.7976624155621965,1.063907521489589,2.0,1,1,1,0.1109762445855618,6.1621094767089755,nan
