domain,d,H,alpha,nominal,equalized_coverage_target,ell_coverage,ell_volume,fair_box_scale,fair_box_coverage,fair_box_volume,vol_ratio_ell_over_fairbox,n_test
A_linear_correlated,2,8,0.1,0.9,0.877375,0.877375,49.253053457810374,0.6408740242568459,0.8775,33.60223160136897,1.4657673348041498,8000
B_learned_surrogate,2,8,0.1,0.9,0.87375,0.87375,2.831868147378407,0.6302105892453254,0.87375,1.523170152869049,1.8591935655017198,8000
C_var_timeseries,3,10,0.1,0.9,0.853875,0.853875,12.989103689275353,0.7731112266137644,0.853875,22.963720428000347,0.5656358572209995,8000
