domain,d,H,alpha,nominal,onestep_W_ell_volume,onestep_W_box_volume,onestep_ratio_ell_over_box,final_interval_box_volume,final_fair_box_volume,final_ell_volume,final_ell_bbox_volume,wrapping_factor_interval_over_fair,shape_factor_fairbox_over_ell,shape_factor_ellbbox_over_ell,old_headline_ell_over_intervalbox
A_linear_correlated,2,8,0.1,0.9,2.6008437163155778,2.9101760857329357,0.8937066485654074,292.49319285457966,79.88858255415158,49.253053457810374,62.71363037386778,3.6612640192522683,1.6220026362950932,1.2732942624072554,0.1683904263792483
B_learned_surrogate,2,8,0.1,0.9,0.29701800592945277,0.3421362779963451,0.8681277754843223,5.475331307129114,3.6798374598628456,2.831868147378407,4.958705234072434,1.4879274877899606,1.2994381335407312,1.7510367630155872,0.5172048938282866
C_var_timeseries,3,10,0.1,0.9,0.7932759018240058,1.9246988835012306,0.4121558487013579,49.42611602994756,49.42611602994754,12.989103689275353,66.97310385514083,1.0000000000000002,3.8051983579711472,5.156098947030362,0.26279838944668815
